%time,field.header.seq,field.header.stamp,field.value0,field.value1,field.value2,field.value3,field.value4,field.value5,field.value6,field.value7,field.value8,field.value9,field.value10,field.value11
76920000000,974,76920000000,1589,1553,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
76928000000,975,76928000000,1592,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
76952000000,976,76952000000,1593,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77302000000,977,77300000000,1593,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77342000000,978,77340000000,1595,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77366000000,979,77366000000,1597,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77388000000,980,77388000000,1599,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77428000000,981,77428000000,1601,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77458000000,982,77458000000,1603,1555,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77482000000,983,77482000000,1603,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77722000000,984,77722000000,1602,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
77950000000,985,77950000000,1601,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78080000000,986,78078000000,1599,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78092000000,987,78092000000,1599,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78194000000,988,78194000000,1598,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78234000000,989,78234000000,1597,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78274000000,990,78274000000,1595,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78364000000,991,78364000000,1595,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78520000000,992,78520000000,1593,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78674000000,993,78674000000,1592,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
78924000000,994,78924000000,1590,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79116000000,995,79114000000,1589,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79140000000,996,79140000000,1588,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79312000000,997,79312000000,1586,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79366000000,998,79366000000,1585,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79390000000,999,79390000000,1584,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79406000000,1000,79406000000,1582,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79422000000,1001,79422000000,1580,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79438000000,1002,79438000000,1578,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79458000000,1003,79458000000,1576,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79610000000,1004,79610000000,1574,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79664000000,1005,79664000000,1573,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79676000000,1006,79678000000,1572,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79702000000,1007,79702000000,1571,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79710000000,1008,79710000000,1568,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79718000000,1009,79718000000,1565,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79726000000,1010,79726000000,1563,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79734000000,1011,79734000000,1560,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79742000000,1012,79742000000,1559,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79748000000,1013,79748000000,1557,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79772000000,1014,79770000000,1555,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79826000000,1015,79826000000,1553,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79896000000,1016,79894000000,1551,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79926000000,1017,79926000000,1550,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79950000000,1018,79950000000,1547,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79956000000,1019,79956000000,1546,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
79974000000,1020,79974000000,1543,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80048000000,1021,80050000000,1542,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80120000000,1022,80120000000,1539,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80192000000,1023,80190000000,1538,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80292000000,1024,80292000000,1535,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80380000000,1025,80380000000,1534,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80420000000,1026,80420000000,1532,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80452000000,1027,80452000000,1531,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80514000000,1028,80514000000,1530,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80546000000,1029,80546000000,1529,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80560000000,1030,80560000000,1526,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80584000000,1031,80582000000,1525,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80592000000,1032,80592000000,1522,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80624000000,1033,80624000000,1521,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80650000000,1034,80648000000,1518,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80656000000,1035,80656000000,1517,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80664000000,1036,80664000000,1517,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80672000000,1037,80672000000,1514,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80682000000,1038,80680000000,1513,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80696000000,1039,80696000000,1510,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80704000000,1040,80704000000,1508,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80712000000,1041,80712000000,1505,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80718000000,1042,80718000000,1502,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
80726000000,1043,80726000000,1500,1563,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81042000000,1044,81042000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81066000000,1045,81066000000,1500,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81176000000,1046,81176000000,1498,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81190000000,1047,81190000000,1497,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81198000000,1048,81198000000,1494,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81252000000,1049,81252000000,1495,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81260000000,1050,81260000000,1497,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81278000000,1051,81280000000,1498,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81288000000,1052,81288000000,1500,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81306000000,1053,81302000000,1500,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81310000000,1054,81310000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81318000000,1055,81318000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81374000000,1056,81374000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81382000000,1057,81382000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81396000000,1058,81394000000,1498,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81404000000,1059,81404000000,1497,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81412000000,1060,81412000000,1494,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81426000000,1061,81426000000,1493,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81434000000,1062,81434000000,1491,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81458000000,1063,81458000000,1489,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81474000000,1064,81474000000,1487,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81490000000,1065,81490000000,1485,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81496000000,1066,81498000000,1484,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81520000000,1067,81520000000,1481,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81536000000,1068,81536000000,1480,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81544000000,1069,81544000000,1477,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81554000000,1070,81552000000,1476,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81560000000,1071,81560000000,1473,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81568000000,1072,81568000000,1470,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81576000000,1073,81576000000,1468,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81584000000,1074,81584000000,1465,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81592000000,1075,81592000000,1463,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81600000000,1076,81600000000,1460,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81608000000,1077,81608000000,1457,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81616000000,1078,81616000000,1448,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81624000000,1079,81624000000,1447,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81632000000,1080,81632000000,1439,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81646000000,1081,81644000000,1436,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81648000000,1082,81648000000,1428,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81656000000,1083,81656000000,1427,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81664000000,1084,81664000000,1425,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81672000000,1085,81672000000,1415,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81680000000,1086,81678000000,1414,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81688000000,1087,81688000000,1411,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81696000000,1088,81696000000,1409,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81704000000,1089,81704000000,1406,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81718000000,1090,81718000000,1405,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81734000000,1091,81734000000,1402,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81756000000,1092,81756000000,1401,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81772000000,1093,81770000000,1398,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81788000000,1094,81788000000,1397,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81794000000,1095,81794000000,1394,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81810000000,1096,81810000000,1392,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81818000000,1097,81818000000,1389,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81824000000,1098,81824000000,1388,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81832000000,1099,81832000000,1385,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81840000000,1100,81840000000,1384,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81854000000,1101,81854000000,1381,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81862000000,1102,81862000000,1380,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81870000000,1103,81870000000,1377,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81878000000,1104,81878000000,1369,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81894000000,1105,81894000000,1367,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81902000000,1106,81902000000,1364,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81910000000,1107,81910000000,1362,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81918000000,1108,81916000000,1354,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81938000000,1109,81934000000,1352,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81940000000,1110,81942000000,1351,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81946000000,1111,81948000000,1348,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
81964000000,1112,81964000000,1347,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82210000000,1113,82210000000,1348,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82234000000,1114,82234000000,1350,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82388000000,1115,82388000000,1351,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82522000000,1116,82522000000,1352,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82566000000,1117,82566000000,1355,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82590000000,1118,82590000000,1356,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82606000000,1119,82606000000,1359,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82620000000,1120,82620000000,1360,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82638000000,1121,82638000000,1363,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82656000000,1122,82654000000,1364,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
82674000000,1123,82674000000,1365,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83040000000,1124,83040000000,1367,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83062000000,1125,83054000000,1368,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83066000000,1126,83066000000,1369,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83092000000,1127,83090000000,1372,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83106000000,1128,83106000000,1373,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83128000000,1129,83130000000,1376,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83138000000,1130,83138000000,1377,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83146000000,1131,83146000000,1380,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83160000000,1132,83160000000,1383,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83168000000,1133,83168000000,1385,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83176000000,1134,83176000000,1388,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83184000000,1135,83184000000,1390,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83192000000,1136,83192000000,1393,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83200000000,1137,83200000000,1396,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83208000000,1138,83208000000,1398,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83216000000,1139,83216000000,1401,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83224000000,1140,83224000000,1405,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83232000000,1141,83232000000,1414,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83240000000,1142,83240000000,1418,1559,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83250000000,1143,83248000000,1431,1559,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83256000000,1144,83256000000,1442,1559,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83264000000,1145,83264000000,1453,1559,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83272000000,1146,83272000000,1461,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83278000000,1147,83278000000,1469,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83286000000,1148,83286000000,1477,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83294000000,1149,83294000000,1480,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83302000000,1150,83302000000,1489,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83310000000,1151,83308000000,1490,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83314000000,1152,83316000000,1493,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83324000000,1153,83324000000,1497,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83332000000,1154,83332000000,1500,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83340000000,1155,83340000000,1500,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83348000000,1156,83348000000,1500,1556,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83796000000,1157,83796000000,1500,1557,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83828000000,1158,83828000000,1500,1560,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83850000000,1159,83848000000,1500,1561,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83874000000,1160,83874000000,1500,1564,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83890000000,1161,83890000000,1500,1565,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83898000000,1162,83896000000,1500,1567,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83906000000,1163,83906000000,1500,1569,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83914000000,1164,83914000000,1500,1577,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83930000000,1165,83930000000,1500,1578,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83946000000,1166,83946000000,1500,1580,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83954000000,1167,83954000000,1500,1582,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83962000000,1168,83962000000,1500,1585,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83970000000,1169,83968000000,1500,1593,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83978000000,1170,83978000000,1500,1595,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83986000000,1171,83986000000,1500,1603,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
83994000000,1172,83994000000,1500,1605,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84002000000,1173,84002000000,1500,1607,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84010000000,1174,84010000000,1500,1610,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84026000000,1175,84026000000,1500,1613,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84034000000,1176,84034000000,1500,1615,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84040000000,1177,84040000000,1500,1624,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84040000000,1178,84046000000,1500,1632,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84054000000,1179,84054000000,1500,1633,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84060000000,1180,84060000000,1500,1641,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84084000000,1181,84084000000,1500,1643,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84100000000,1182,84100000000,1500,1644,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84126000000,1183,84124000000,1500,1647,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84172000000,1184,84172000000,1500,1648,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84188000000,1185,84188000000,1500,1651,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84196000000,1186,84196000000,1500,1652,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84204000000,1187,84204000000,1500,1654,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84212000000,1188,84212000000,1500,1656,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84218000000,1189,84218000000,1500,1657,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84224000000,1190,84224000000,1500,1660,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84232000000,1191,84232000000,1500,1661,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84240000000,1192,84240000000,1500,1664,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84250000000,1193,84248000000,1500,1672,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84256000000,1194,84256000000,1500,1674,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84264000000,1195,84264000000,1500,1685,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84272000000,1196,84272000000,1500,1687,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84280000000,1197,84280000000,1500,1700,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84288000000,1198,84288000000,1500,1703,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84294000000,1199,84296000000,1500,1711,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84312000000,1200,84312000000,1500,1712,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84328000000,1201,84328000000,1500,1715,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84344000000,1202,84344000000,1500,1716,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84360000000,1203,84360000000,1500,1717,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84368000000,1204,84368000000,1500,1720,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84374000000,1205,84374000000,1500,1731,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84384000000,1206,84384000000,1500,1733,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84392000000,1207,84392000000,1500,1736,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84400000000,1208,84400000000,1500,1738,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84408000000,1209,84408000000,1500,1748,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84422000000,1210,84422000000,1500,1750,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84430000000,1211,84430000000,1500,1753,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84444000000,1212,84444000000,1500,1756,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84470000000,1213,84468000000,1500,1754,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84482000000,1214,84484000000,1500,1753,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84506000000,1215,84506000000,1500,1752,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84522000000,1216,84522000000,1500,1750,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84530000000,1217,84528000000,1500,1749,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84538000000,1218,84538000000,1500,1746,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84548000000,1219,84546000000,1500,1745,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84552000000,1220,84552000000,1500,1742,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84656000000,1221,84656000000,1500,1741,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84678000000,1222,84678000000,1500,1738,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84686000000,1223,84686000000,1500,1737,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84694000000,1224,84694000000,1500,1735,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84702000000,1225,84702000000,1500,1733,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84718000000,1226,84718000000,1500,1732,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84750000000,1227,84750000000,1500,1729,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84758000000,1228,84758000000,1500,1728,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84766000000,1229,84766000000,1500,1725,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84772000000,1230,84774000000,1500,1723,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84798000000,1231,84798000000,1500,1720,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84814000000,1232,84814000000,1500,1719,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84834000000,1233,84834000000,1500,1716,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84866000000,1234,84866000000,1500,1715,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84890000000,1235,84888000000,1500,1712,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84912000000,1236,84912000000,1500,1711,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84920000000,1237,84920000000,1500,1708,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84936000000,1238,84936000000,1500,1706,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84944000000,1239,84944000000,1500,1703,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84952000000,1240,84952000000,1500,1700,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84960000000,1241,84960000000,1500,1698,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84968000000,1242,84968000000,1500,1695,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84976000000,1243,84976000000,1500,1693,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84984000000,1244,84984000000,1500,1690,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
84992000000,1245,84992000000,1500,1686,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85000000000,1246,85000000000,1500,1683,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85012000000,1247,85008000000,1500,1679,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85016000000,1248,85016000000,1500,1677,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85022000000,1249,85022000000,1500,1674,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85030000000,1250,85030000000,1500,1672,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85038000000,1251,85036000000,1500,1669,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85042000000,1252,85042000000,1500,1668,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85048000000,1253,85050000000,1500,1665,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85060000000,1254,85058000000,1500,1664,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85064000000,1255,85064000000,1500,1661,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85074000000,1256,85074000000,1500,1660,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85082000000,1257,85082000000,1500,1658,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85088000000,1258,85088000000,1500,1656,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85098000000,1259,85096000000,1500,1653,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85104000000,1260,85104000000,1500,1651,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85112000000,1261,85112000000,1500,1648,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85122000000,1262,85120000000,1500,1645,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
85136000000,1263,85136000000,1500,1643,1500,1500,1500,1000,1500,1500,1500,1000,1500,0
